snapped_at,price,market_cap,total_volume
2017-09-04 00:00:00 UTC,99.51,200127944.34,486305.0
2017-09-05 00:00:00 UTC,98.54,198177144.36,552214.0
2017-09-06 00:00:00 UTC,109.14,219495164.76,524586.0
2017-09-07 00:00:00 UTC,106.22,213622653.48,432404.0
2017-09-08 00:00:00 UTC,102.94,207026133.96,611633.0
2017-09-09 00:00:00 UTC,95.36,191781738.24,1090210.0
2017-09-10 00:00:00 UTC,87.63,176235672.42,325386.0
2017-09-11 00:00:00 UTC,88.02,177020014.68,611343.0
2017-09-12 00:00:00 UTC,94.39,189830938.26,425374.0
2017-09-13 00:00:00 UTC,81.06,163022522.04,458173.0
2017-09-14 00:00:00 UTC,70.45,141684390.3,263186.0
2017-09-15 00:00:00 UTC,86.09,173138526.06,290426.0
2017-09-16 00:00:00 UTC,85.7204,172395210.9336,471430.0
2017-09-17 00:00:00 UTC,104.329,209819599.086,287218.0
2017-09-18 00:00:00 UTC,99.4717,200050917.9078,591665.0
2017-09-19 00:00:00 UTC,88.5634,178112864.8956,383429.0
2017-09-20 00:00:00 UTC,90.9687,182950245.5058,555842.0
2017-09-21 00:00:00 UTC,80.2336,161360520.9024,335667.0
2017-09-22 00:00:00 UTC,79.8877,160664869.6518,468880.0
2017-09-23 00:00:00 UTC,86.0492,173056471.7928,212860.0
2017-09-24 00:00:00 UTC,78.794,158465292.396,154923.0
2017-09-25 00:00:00 UTC,81.0602,163022924.2668,265981.0
2017-09-26 00:00:00 UTC,77.6568,156178230.8112,264265.0
2017-09-27 00:00:00 UTC,83.0962,167117593.0908,356723.0
2017-09-28 00:00:00 UTC,75.1908,151218774.3672,280702.0
2017-09-29 00:00:00 UTC,73.8574,148537128.2916,266390.0
2017-09-30 00:00:00 UTC,63.9001,128511663.7134,209222.0
2017-10-01 00:00:00 UTC,74.5559,149941905.3906,246019.0
2017-10-02 00:00:00 UTC,69.7813,140339544.9942,269770.0
2017-10-03 00:00:00 UTC,67.9013,136558613.0742,391280.0
2017-10-04 00:00:00 UTC,66.9511,134647633.5474,370207.0
2017-10-05 00:00:00 UTC,63.8572,128738286.3448,344400.0
2017-10-06 00:00:00 UTC,68.7068,138515244.8312,436629.0
2017-10-07 00:00:00 UTC,61.8677,124727386.7018,280693.0
2017-10-08 00:00:00 UTC,56.555,114016802.87,357708.0
2017-10-09 00:00:00 UTC,57.8093,116545514.3162,261123.0
2017-10-10 00:00:00 UTC,62.7237,126453111.8058,188564.0
2017-10-11 00:00:00 UTC,84.5296,170414547.6064,280791.0
2017-10-12 00:00:00 UTC,80.4902,162270979.8668,412140.0
2017-10-13 00:00:00 UTC,79.1172,159502965.1848,380900.0
2017-10-14 00:00:00 UTC,84.1584,169666195.7856,295397.0
2017-10-15 00:00:00 UTC,77.6104,156465205.1536,225795.0
2017-10-16 00:00:00 UTC,79.0454,159358213.9436,214992.0
2017-10-17 00:00:00 UTC,71.0134,143165428.8556,362661.0
2017-10-18 00:00:00 UTC,71.1613,143463600.2842,526189.0
2017-10-19 00:00:00 UTC,63.0167,127043809.7678,356878.0
2017-10-20 00:00:00 UTC,61.8769,125365383.8605,370764.0
2017-10-21 00:00:00 UTC,62.1723,125963877.5535,340286.0
2017-10-22 00:00:00 UTC,66.317,134361226.265,313919.0
2017-10-23 00:00:00 UTC,64.1306,129931481.477,456679.0
2017-10-24 00:00:00 UTC,57.8653,117237701.7385,636262.0
2017-10-25 00:00:00 UTC,55.1308,111697481.686,464713.0
2017-10-26 00:00:00 UTC,54.4897,110398584.2365,531961.0
2017-10-27 00:00:00 UTC,53.6363,108669557.4335,806432.0
2017-10-28 00:00:00 UTC,50.9049,103135618.1205,347861.0
2017-10-29 00:00:00 UTC,52.8634,107103627.253,386462.0
2017-10-30 00:00:00 UTC,47.4942,96225386.439,609438.0
2017-10-31 00:00:00 UTC,50.9057,103137238.9565,593552.0
2017-11-01 00:00:00 UTC,48.1185,97490246.3325,272621.0
2017-11-02 00:00:00 UTC,48.3753,98010534.6885,323772.0
2017-11-03 00:00:00 UTC,54.8312,111090478.604,294222.0
2017-11-04 00:00:00 UTC,54.687,110798322.915,335990.0
2017-11-05 00:00:00 UTC,57.3173,116127429.0785,310557.0
2017-11-06 00:00:00 UTC,54.0958,109600525.111,407387.0
2017-11-07 00:00:00 UTC,57.4557,116407833.7065,349489.0
2017-11-08 00:00:00 UTC,70.7462,143334984.779,428912.0
2017-11-09 00:00:00 UTC,73.9938,149914768.521,467250.0
2017-11-10 00:00:00 UTC,70.0445,141913309.0025,268999.0
2017-11-11 00:00:00 UTC,73.373,148656999.785,385602.0
2017-11-12 00:00:00 UTC,64.8461,131381116.6745,312656.0
2017-11-13 00:00:00 UTC,71.9653,145804936.2385,363414.0
2017-11-14 00:00:00 UTC,78.9003,159855558.3135,442211.0
2017-11-15 00:00:00 UTC,83.2259,168619418.5655,527149.0
2017-11-16 00:00:00 UTC,100.529,203676277.805,764284.0
2017-11-17 00:00:00 UTC,104.666,212058025.97,666657.0
2017-11-18 00:00:00 UTC,113.032,229007918.44,522569.0
2017-11-19 00:00:00 UTC,110.904,224696494.68,518338.0
2017-11-20 00:00:00 UTC,102.216,207094215.72,634136.0
2017-11-21 00:00:00 UTC,89.9412,182224918.554,566796.0
2017-11-22 00:00:00 UTC,94.63,191724638.35,446250.0
2017-11-23 00:00:00 UTC,90.8032,183971369.344,520259.0
2017-11-24 00:00:00 UTC,91.8451,186082305.6295,508073.0
2017-11-25 00:00:00 UTC,90.19,182728998.55,507553.0
2017-11-26 00:00:00 UTC,91.2778,184932930.301,518543.0
2017-11-27 00:00:00 UTC,106.914,216612575.13,867173.0
2017-11-28 00:00:00 UTC,102.319,207302898.355,765266.0
2017-11-29 00:00:00 UTC,91.8519,186096082.7355,648652.0
2017-11-30 00:00:00 UTC,92.0873,186573013.7285,677885.0
2017-12-01 00:00:00 UTC,93.4512,189336336.504,750023.0
2017-12-02 00:00:00 UTC,100.006,202616656.27,627825.0
2017-12-03 00:00:00 UTC,101.082,204796680.69,552392.0
2017-12-04 00:00:00 UTC,109.04,220919946.8,819653.0
2017-12-05 00:00:00 UTC,157.438,318976472.71,971346.0
2017-12-06 00:00:00 UTC,131.647,266722746.115,1189770.0
2017-12-07 00:00:00 UTC,157.049,318188341.205,919647.0
2017-12-08 00:00:00 UTC,176.353,357299113.885,1120070.0
2017-12-09 00:00:00 UTC,151.212,306362316.54,1363600.0
2017-12-10 00:00:00 UTC,155.6,315252602.0,1060730.0
2017-12-11 00:00:00 UTC,176.557,357712427.065,966634.0
2017-12-12 00:00:00 UTC,226.246,458384577.07,1465790.0
2017-12-13 00:00:00 UTC,216.581,438802852.145,1113090.0
2017-12-14 00:00:00 UTC,208.702,422839643.59,925676.0
2017-12-15 00:00:00 UTC,227.893,461721473.185,1146540.0
2017-12-16 00:00:00 UTC,260.549,530645818.105,1697840.0
2017-12-17 00:00:00 UTC,275.336,560761687.72,1735130.0
2017-12-18 00:00:00 UTC,280.44,571156723.8,1020530.0
2017-12-19 00:00:00 UTC,251.405,512022736.225,1571710.0
2017-12-20 00:00:00 UTC,268.131,546087660.495,1351670.0
2017-12-21 00:00:00 UTC,370.732,755049474.14,2458090.0
2017-12-22 00:00:00 UTC,369.412,752361102.74,1919740.0
2017-12-23 00:00:00 UTC,342.785,698131356.325,1815020.0
2017-12-24 00:00:00 UTC,325.045,662001274.025,1027900.0
2017-12-25 00:00:00 UTC,362.591,738469147.195,1358260.0
2017-12-26 00:00:00 UTC,349.02,710829837.9,1156450.0
2017-12-27 00:00:00 UTC,325.755,663447291.975,2325700.0
2017-12-28 00:00:00 UTC,310.585,632551387.325,1316720.0
2017-12-29 00:00:00 UTC,353.273,719491689.085,1837990.0
2017-12-30 00:00:00 UTC,337.864,688109026.28,1440100.0
2017-12-31 00:00:00 UTC,335.923,684155898.335,1236280.0
2018-01-01 00:00:00 UTC,340.701,693886988.145,896863.0
2018-01-02 00:00:00 UTC,379.386,772674599.97,2011430.0
2018-01-03 00:00:00 UTC,378.982,771851795.39,997527.0
2018-01-04 00:00:00 UTC,365.439,744269512.155,735115.0
2018-01-05 00:00:00 UTC,379.871,773662372.795,404494.0
2018-01-06 00:00:00 UTC,374.299,762314186.855,464126.0
2018-01-07 00:00:00 UTC,397.759,810093878.555,820072.0
2018-01-08 00:00:00 UTC,430.346,876462029.17,1081750.0
2018-01-09 00:00:00 UTC,465.934,948942151.43,496294.0
2018-01-10 00:00:00 UTC,454.586,925830303.97,826249.0
2018-01-11 00:00:00 UTC,393.029,800460547.705,641108.0
2018-01-12 00:00:00 UTC,426.304,868229910.08,414393.0
2018-01-13 00:00:00 UTC,432.779,881417186.455,491582.0
2018-01-14 00:00:00 UTC,412.072,839244378.44,340633.0
2018-01-15 00:00:00 UTC,397.063,808676373.635,499162.0
2018-01-16 00:00:00 UTC,330.117,672331137.465,661310.0
2018-01-17 00:00:00 UTC,313.001,637471921.645,685147.0
2018-01-18 00:00:00 UTC,347.488,707709697.76,818452.0
2018-01-19 00:00:00 UTC,414.303,843788133.435,885872.0
2018-01-20 00:00:00 UTC,428.792,873297082.84,1642660.0
2018-01-21 00:00:00 UTC,376.681,767165475.245,820430.0
2018-01-22 00:00:00 UTC,352.176,717257489.52,607711.0
2018-01-23 00:00:00 UTC,347.572,707880775.94,614045.0
2018-01-24 00:00:00 UTC,366.567,746566847.715,787634.0
2018-01-25 00:00:00 UTC,389.489,793250824.405,1169680.0
2018-01-26 00:00:00 UTC,367.183,747821421.035,968445.0
2018-01-27 00:00:00 UTC,382.322,778654189.69,405236.0
2018-01-28 00:00:00 UTC,400.501,815678359.145,1064150.0
2018-01-29 00:00:00 UTC,403.493,821772000.985,810670.0
2018-01-30 00:05:19 UTC,402.858,820478731.41,848688.0
2018-01-31 00:00:00 UTC,355.672,724377600.44,954425.0
2018-02-01 00:00:00 UTC,398.898,812413617.21,602802.0
2018-02-02 00:00:00 UTC,342.396,697339101.42,543233.0
2018-02-03 00:00:00 UTC,339.228,690887010.06,883331.0
2018-02-04 00:00:00 UTC,349.26,711318632.7,725100.0
2018-02-05 00:00:00 UTC,311.073,633545270.085,462262.0
2018-02-06 00:00:00 UTC,242.299,493477046.855,555623.0
2018-02-07 00:00:00 UTC,265.238,540195646.51,1005120.0
2018-02-08 00:05:17 UTC,273.745,557521385.525,563398.0
2018-02-09 00:00:00 UTC,274.877,559826867.665,501732.0
2018-02-10 00:00:00 UTC,289.917,590458008.465,140058.0
2018-02-11 00:00:00 UTC,278.574,567356344.23,137520.0
2018-02-12 00:00:00 UTC,259.856,529234423.12,129627.0
2018-02-13 00:00:00 UTC,273.963,557965374.135,127601.0
2018-02-14 00:00:00 UTC,255.83,521034890.35,165054.0
2018-02-15 00:00:00 UTC,308.211,627716392.095,202939.0
2018-02-16 00:00:00 UTC,299.357,609683937.265,302398.0
2018-02-17 00:00:00 UTC,289.336,589274717.72,384773.0
2018-02-18 00:00:00 UTC,299.421,609814282.545,213003.0
2018-02-19 00:00:00 UTC,271.056,552044847.12,363549.0
2018-02-20 00:00:00 UTC,264.456,538602990.12,278527.0
2018-02-21 00:00:00 UTC,282.188,574716779.26,445078.0
2018-02-22 00:00:00 UTC,232.403,473322407.935,411127.0
2018-02-23 00:00:00 UTC,233.696,475955789.92,415488.0
2018-02-24 00:00:00 UTC,226.455,461208443.475,423139.0
2018-02-25 00:00:00 UTC,228.646,465670732.67,241048.0
2018-02-26 00:00:00 UTC,242.351,493582952.395,160243.0
2018-02-27 00:00:00 UTC,232.834,474200201.93,379484.0
2018-02-28 00:00:00 UTC,242.576,494041197.52,292582.0
2018-03-01 00:00:00 UTC,217.337,442638314.365,241867.0
2018-03-02 00:00:00 UTC,219.251,446536452.895,319674.0
2018-03-03 00:00:00 UTC,212.553,432895004.685,592412.0
2018-03-04 00:00:00 UTC,238.031,484784645.995,451104.0
2018-03-05 00:00:00 UTC,215.333,438556877.785,461568.0
2018-03-06 00:00:00 UTC,202.36,412135482.2,862161.0
2018-03-07 00:00:00 UTC,194.21,395536825.45,822549.0
2018-03-08 00:00:00 UTC,174.606,355610436.87,1100310.0
2018-03-09 00:00:00 UTC,170.253,346744921.185,523591.0
2018-03-10 00:00:00 UTC,175.9,358245855.5,705042.0
2018-03-11 00:00:00 UTC,158.366,322535322.07,427057.0
2018-03-12 00:00:00 UTC,174.936,356282529.72,799917.0
2018-03-13 00:00:00 UTC,159.457,324757301.765,607882.0
2018-03-14 00:00:00 UTC,153.946,313533351.17,339890.0
2018-03-15 00:00:00 UTC,132.796,270458309.42,647788.0
2018-03-16 00:00:00 UTC,128.934,262592786.43,845758.0
2018-03-17 00:00:00 UTC,119.896,244185588.92,490327.0
2018-03-18 00:00:00 UTC,106.122,216132840.69,259883.0
2018-03-19 00:00:00 UTC,103.802,211407824.29,354666.0
2018-03-20 00:00:00 UTC,107.164,218255024.78,423104.0
2018-03-21 00:00:00 UTC,108.99,221973938.55,372885.0
2018-03-22 00:00:00 UTC,107.515,218969887.175,359428.0
2018-03-23 00:00:00 UTC,121.919,248305721.755,496364.0
2018-03-24 00:00:00 UTC,222.939,454047599.655,1465970.0
2018-03-25 00:00:00 UTC,211.597,430947972.065,1050460.0
2018-03-26 00:00:00 UTC,197.734,402713962.43,708943.0
2018-03-27 00:00:00 UTC,174.734,355871127.43,430708.0
2018-03-28 00:00:00 UTC,154.959,315596472.555,345409.0
2018-03-29 00:00:00 UTC,143.12,291484632.4,568076.0
2018-03-30 00:00:00 UTC,121.884,248234439.18,432011.0
2018-03-31 00:00:00 UTC,123.513,251552133.885,320415.0
2018-04-01 00:00:00 UTC,145.578,296490705.81,351932.0
2018-04-02 00:00:00 UTC,128.606,261924766.87,329320.0
2018-04-03 00:00:00 UTC,122.204,248886165.58,406636.0
2018-04-04 00:00:00 UTC,124.72,254010364.4,407218.0
2018-04-05 00:00:00 UTC,100.972,205644118.94,504561.0
2018-04-06 00:00:00 UTC,94.5998,192666209.671,754327.0
2018-04-07 00:00:00 UTC,89.8243,182940211.4735,530871.0
2018-04-08 00:00:00 UTC,94.6072,192681280.844,392059.0
2018-04-09 00:00:00 UTC,102.035,207809072.575,354461.0
2018-04-10 00:00:00 UTC,95.17818510875169,193844174.81081358,380150.275391902
2018-04-11 00:00:00 UTC,88.10087409781114,179430204.72693658,310837.99567071104
2018-04-12 00:00:00 UTC,98.28205900435093,200165664.06091627,477519.0734020048
2018-04-13 00:00:00 UTC,101.88146619860547,207496378.72605884,565115.5358734634
2018-04-14 00:00:00 UTC,102.28373830439801,208315664.1989607,579976.5326108587
2018-04-15 00:00:00 UTC,105.03395216281626,213916873.5026389,354836.91937561886
2018-04-16 00:00:00 UTC,112.17694935043157,228464623.0098097,430736.21795163094
2018-04-17 00:00:00 UTC,101.60627934539725,206935920.79740658,867659.9709933876
2018-04-18 00:00:00 UTC,102.01214987024508,207762534.97248527,711248.0643686454
2018-04-19 00:00:00 UTC,108.29734178230586,220563239.6542243,714193.0379327401
2018-04-20 00:00:00 UTC,113.26665005410435,230683956.49944136,566784.958299854
2018-04-21 00:00:00 UTC,116.76243581759037,237803631.09571633,726500.5770735871
2018-04-22 00:00:00 UTC,118.85588916160417,242067252.38153532,770634.9812669934
2018-04-23 00:00:00 UTC,130.87383769512482,266543547.17258748,290610.6716788638
2018-04-24 00:00:00 UTC,122.31014602136202,249102347.34367687,782944.0464129257
2018-04-25 00:00:00 UTC,126.72074634257335,258085174.4348703,735233.5333310429
2018-04-26 00:00:00 UTC,110.20405551572577,224446538.64582533,722885.607458061
2018-04-27 00:00:00 UTC,118.96653895914916,242292606.73845634,399946.2762199811
2018-04-28 00:00:00 UTC,100.76569132255152,205223941.40361795,564846.8800938653
2018-04-29 00:00:00 UTC,102.01971572408422,207777943.9308775,1250653.91097852
2018-04-30 00:00:00 UTC,106.01852344118949,215922095.67388135,965816.5592767317
2018-05-01 00:00:00 UTC,103.36509428591847,210518002.45194444,738435.8677757216
2018-05-02 00:00:00 UTC,102.80628606200347,209379908.47674906,714408.0143893061
2018-05-03 00:00:00 UTC,117.63975353541584,239590415.839137,1265704.2610267538
2018-05-04 00:00:00 UTC,136.0540844306955,277093870.78535384,835002.7952636702
2018-05-05 00:00:00 UTC,124.23816135850882,253029030.1400002,637102.7284269833
2018-05-06 00:00:00 UTC,121.47836481321144,247408304.30500302,872243.7966878028
2018-05-07 00:00:00 UTC,113.81588136232033,231802545.69716287,558854.8785447555
2018-05-08 00:00:00 UTC,102.28746701953625,208323258.2680034,867869.859050151
2018-05-09 00:00:00 UTC,100.98357652621793,205667696.21423912,949948.8256563011
2018-05-10 00:00:00 UTC,102.04175319959472,207822826.4451886,828034.4530315067
2018-05-11 00:00:00 UTC,97.3224144024315,198211208.6806401,537474.4858900238
2018-05-12 00:00:00 UTC,93.31504670359888,190049623.29365113,532376.273952414
2018-05-13 00:00:00 UTC,87.89064411603927,179002040.8857108,600912.5679346713
2018-05-14 00:00:00 UTC,97.3394390170877,198245881.7769566,630394.362334193
2018-05-15 00:00:00 UTC,91.18753905549246,185716645.47967345,511187.44205634797
2018-05-16 00:00:00 UTC,93.04958773011576,189508977.60260162,860986.6146952765
2018-05-17 00:00:00 UTC,108.68354025511364,221349788.84287593,1117582.9367347076
2018-05-18 00:00:00 UTC,95.67990830287967,194866006.84551838,583355.1772355562
2018-05-19 00:00:00 UTC,91.95735271391916,187284482.61803988,513184.90827189566
2018-05-20 00:00:00 UTC,88.10451747863205,179437625.00026858,658432.005502799
2018-05-21 00:00:00 UTC,89.47509457288045,182229003.98638412,567349.9142106439
2018-05-22 00:00:00 UTC,87.12206624512818,177436720.60780907,964243.843905638
2018-05-23 00:00:00 UTC,78.99716956664771,160889190.41206524,841336.918553748
2018-05-24 00:00:00 UTC,73.18722912403948,149056404.25932938,1222566.4321705846
2018-05-25 00:00:00 UTC,79.62290301737795,162163587.3158277,998418.9417341459
2018-05-26 00:00:00 UTC,84.17659976420947,171437851.0267784,697228.4771348394
2018-05-27 00:00:00 UTC,95.6342371918826,194772991.00566176,487498.2141294194
2018-05-28 00:00:00 UTC,92.8459362274519,189094211.78795877,845362.3599959285
2018-05-29 00:00:00 UTC,81.29661079942045,165572335.90158564,526547.6316859799
2018-05-30 00:00:00 UTC,81.83125602653665,166661218.43016574,691200.0787461608
2018-05-31 00:00:00 UTC,81.8688957948111,166737877.27602306,662810.4069443317
2018-06-01 00:00:00 UTC,87.8698672390325,178959725.76303935,974450.971744257
2018-06-02 00:00:00 UTC,89.51046146109809,182301033.78243813,1019885.1868639606
2018-06-03 00:00:00 UTC,100.91437971109889,205526766.866711,894913.0765079109
2018-06-04 00:00:00 UTC,92.64362200970807,188682169.5479619,928951.2293405329
2018-06-05 00:00:00 UTC,81.74791259830066,166491477.45376605,831880.6355444483
2018-06-06 00:00:00 UTC,88.82563654415895,180906288.5394786,1379661.9391784589
2018-06-07 00:00:00 UTC,88.22368252898083,179680321.90423617,925980.9601552862
2018-06-08 00:00:00 UTC,79.0964022494897,161091292.15941197,1161949.4866345802
2018-06-09 00:00:00 UTC,74.72348864742905,152185219.53634316,1050582.7187934306
2018-06-10 00:00:00 UTC,83.36814066625558,169791306.8472261,1191840.3526190522
2018-06-11 00:00:00 UTC,81.69697741350429,166387740.56432644,1580273.0636680229
2018-06-12 00:00:00 UTC,75.61635267946674,154003666.60287252,1329844.8435078866
2018-06-13 00:00:00 UTC,83.07491135867681,169194102.84409234,976268.5133528907
2018-06-14 00:00:00 UTC,67.14174884021506,136743907.0666798,557346.8899616736
2018-06-15 00:00:00 UTC,71.74883191118447,146126899.7677543,1249119.266994335
2018-06-16 00:00:00 UTC,66.37419651843837,135180675.4682949,1267025.7454437483
2018-06-17 00:00:00 UTC,66.37870374498902,135189855.08871317,1102228.695304692
2018-06-18 00:00:00 UTC,64.20850006397016,130769920.6127845,1136159.8966313633
2018-06-19 00:00:00 UTC,63.49022111540914,129307041.38359244,1009410.5214125906
2018-06-20 00:00:00 UTC,63.50377136980298,129334638.4414524,613649.8906967887
2018-06-21 00:00:00 UTC,65.25581982429891,132902939.16605927,1302715.9137835782
2018-06-22 00:00:00 UTC,61.67134336805655,125602633.11383551,944187.9897152642
2018-06-23 00:00:00 UTC,56.93491752449453,115956215.10167415,1029627.7554706123
2018-06-24 00:00:00 UTC,53.697528761526364,109362803.46451887,861875.4125255166
2018-06-25 00:00:00 UTC,51.81940409820333,105537730.2595853,1124686.0757931785
2018-06-26 00:00:00 UTC,50.822994919015265,103508398.48683785,671460.4256137272
2018-06-27 00:00:00 UTC,45.02187539593922,91693577.41576263,917613.4082097326
2018-06-28 00:00:00 UTC,46.26339108650298,94222104.13937084,835245.0928535871
2018-06-29 00:00:00 UTC,45.829200898299675,93337812.86351755,551806.2207470533
2018-06-30 00:00:00 UTC,44.698092130388055,91034145.84689417,322671.7149074738
2018-07-01 00:00:00 UTC,47.800502468302696,97352654.34955634,460087.0621785263
2018-07-02 00:00:00 UTC,50.69170735040601,103241012.31666765,416661.09997467574
2018-07-03 00:00:00 UTC,52.93786025259366,107815628.39414361,630319.1341901515
2018-07-04 00:00:00 UTC,55.891194528890544,113830521.88129228,881861.908764305
2018-07-05 00:00:00 UTC,58.386359355352006,118912286.8492809,579775.6075450826
2018-07-06 00:00:00 UTC,60.0687797299514,122338779.89310688,1427682.9457367994
2018-07-07 00:00:00 UTC,62.02541337083571,126323748.0146457,2265201.363791305
2018-07-08 00:00:00 UTC,64.16275010285686,130676744.18323292,1577092.8852880015
2018-07-09 00:00:00 UTC,66.77401847487712,135994970.85676613,567088.3640628603
2018-07-10 00:00:00 UTC,59.860961067952495,121915527.05424012,1178439.55893432
2018-07-11 00:00:00 UTC,53.5190958191579,108999398.90460883,1162019.3576757116
2018-07-12 00:00:00 UTC,51.50693016454924,104901331.78497839,1160129.2074499899
2018-07-13 00:00:00 UTC,49.157315385304024,100116000.59290251,2335913.9487568187
2018-07-14 00:00:00 UTC,45.678156929154,93030189.91897686,1725017.3445889316
2018-07-15 00:00:00 UTC,50.22129737476855,102282954.19183548,796935.8853871813
2018-07-16 00:00:00 UTC,47.308952209842396,96351540.97341447,882246.0570656323
2018-07-17 00:00:00 UTC,50.875514103724164,103615361.4217793,1465052.2740688447
2018-07-18 00:00:00 UTC,52.638139254883775,107205203.12276277,2032209.8115631351
2018-07-19 00:00:00 UTC,49.53934654420659,100894062.44252563,2742320.2237553834
2018-07-20 00:00:00 UTC,47.553790490336446,96850189.63319127,1717704.2666533813
2018-07-21 00:00:00 UTC,47.005166889620476,95732838.11991109,1617259.4643001235
2018-07-22 00:00:00 UTC,43.62259638099745,88843742.80637655,930062.1948753238
2018-07-23 00:00:00 UTC,46.13945458791463,93969689.48920338,1142623.750729131
2018-07-24 00:00:00 UTC,46.48972177826688,94683059.41109835,1217448.9829650612
2018-07-25 00:00:00 UTC,47.89309864770787,97541239.895361,1920830.9940267876
2018-07-26 00:00:00 UTC,45.21198111628542,92080755.28057712,1455913.2576482885
2018-07-27 00:00:00 UTC,38.893175238900035,79211590.88442956,1566663.8430172107
2018-07-28 00:00:00 UTC,40.80674600346462,83108855.2142262,1225338.420724137
2018-07-29 00:00:00 UTC,41.92964992197244,85395811.86533557,1082682.441521957
2018-07-30 00:00:00 UTC,42.29819672260791,86146410.86411579,1610125.5807776726
2018-07-31 00:00:00 UTC,42.080511477457364,85703063.29800615,1839068.477593129
2018-08-01 00:00:00 UTC,39.26285383569279,79964494.95019454,1591317.4386690056
2018-08-02 00:00:00 UTC,36.43430155133014,74203738.08300877,1289716.6155847402
2018-08-03 00:00:00 UTC,38.060284031626374,77515287.17159168,1830040.28067122
2018-08-04 00:00:00 UTC,34.751853746042315,70777189.17260835,1128227.0727151553
2018-08-05 00:00:00 UTC,32.63041983601334,66456581.40691739,1369421.726990303
2018-08-06 00:00:00 UTC,29.8283555802759,60749771.25079101,1001498.0110220282
2018-08-07 00:00:00 UTC,30.526196192920334,62171024.84533023,1133008.8461840886
2018-08-08 00:00:00 UTC,28.13287871888282,57296686.77841911,583434.9150761643
2018-08-09 00:00:00 UTC,26.591924353043204,54158309.77400368,1706334.966461015
2018-08-10 00:00:00 UTC,26.505579051528517,53982455.047400296,1338276.0886870525
2018-08-11 00:00:00 UTC,25.23264595349018,51389942.217946015,1609639.4336285458
2018-08-12 00:00:00 UTC,24.811271751369347,50531752.55606762,1027196.734318482
2018-08-13 00:00:00 UTC,23.97315583964107,48824807.97502579,824862.4549030312
2018-08-14 00:00:00 UTC,20.65707263421677,42071123.69511442,924753.6028174668
2018-08-15 00:00:00 UTC,17.374926374403284,35386556.925796576,1382914.8849243554
2018-08-16 00:00:00 UTC,19.057731821673862,38836481.07010741,1040178.090889884
2018-08-17 00:00:00 UTC,22.241306396555263,45095567.37616069,1546428.6865272995
2018-08-18 00:00:00 UTC,25.772791150410256,52490026.2325273,1752655.5742447283
2018-08-19 00:00:00 UTC,27.00188281954213,55629050.67636055,670119.9854695885
2018-08-20 00:00:00 UTC,33.06224755698457,67333069.68209922,774122.1867466976
2018-08-21 00:00:00 UTC,31.42662804663489,64004884.87803871,740106.5873011831
2018-08-22 00:00:00 UTC,30.061042451794574,61226406.80123133,799588.5347315628
2018-08-23 00:00:00 UTC,26.317302811455125,53594140.295381345,830584.9914180333
2018-08-24 00:00:00 UTC,26.284860816122634,53693416.13629946,751599.6803010927
2018-08-25 00:00:00 UTC,27.71802167386013,56458464.705249965,830789.1149791382
2018-08-26 00:00:00 UTC,29.208575245542356,59489491.39038113,786187.5461099474
2018-08-27 00:00:00 UTC,27.51116193236577,56030482.498654336,716619.3534381312
2018-08-28 00:00:00 UTC,29.175501647619583,59406764.8183061,861002.3512535024
2018-08-29 00:00:00 UTC,28.485888789518807,58022422.30847531,931133.7396644081
2018-08-30 00:00:00 UTC,26.82919374971674,54640957.548366375,1055948.5410270053
2018-08-31 00:00:00 UTC,26.028780687538354,53011397.49603505,889030.9327277389
2018-09-01 00:00:00 UTC,25.8988008491785,53817221.39831258,818974.1272460803
2018-09-02 00:00:00 UTC,27.503960555336402,56015815.846965745,552571.9399616445
2018-09-03 00:00:00 UTC,28.188227546939018,57409425.09515574,806151.6812461237
2018-09-04 00:00:00 UTC,25.43105882274559,51788693.39250251,981011.8112602369
2018-09-05 00:00:00 UTC,23.61276405162944,48090828.23154702,881833.7133215605
2018-09-06 00:00:00 UTC,20.079444449083137,40894708.97495849,794464.6121201896
2018-09-07 00:00:00 UTC,19.847843320278525,39333825.38170046,665983.5479947092
2018-09-08 00:00:00 UTC,19.602584070219937,39923513.45883008,694651.5652237159
2018-09-09 00:00:00 UTC,17.50557437637966,35652648.22823448,752511.2250016526
2018-09-10 00:00:00 UTC,18.639134131932796,37962041.27117794,726132.9579330919
2018-09-11 00:00:00 UTC,18.88997568641813,38453339.84802291,522967.5704894178
2018-09-12 00:00:00 UTC,18.302180484661456,37275052.42614275,654297.6278057708
2018-09-13 00:00:00 UTC,17.573252055146234,35549553.09924129,679114.4582814049
2018-09-14 00:00:00 UTC,19.726388373818693,40364240.39799184,1192392.6718149264
2018-09-15 00:00:00 UTC,19.278863150456687,39276518.328402646,1529280.0627446056
2018-09-16 00:00:00 UTC,20.071177989863877,40879064.19589907,537915.8271466187
2018-09-17 00:00:00 UTC,20.507561714733498,41764756.17191368,889372.76915781
2018-09-18 00:00:00 UTC,18.257655520559464,37184955.27341964,652015.5053062848
2018-09-19 00:00:00 UTC,17.338276872811296,35311957.73791361,692402.9143469947
2018-09-20 00:00:00 UTC,17.37660895057183,35389991.3818453,505355.8357238839
2018-09-21 00:00:00 UTC,17.515544682137495,35672954.20599159,614546.1870857237
2018-09-22 00:00:00 UTC,20.193156780726174,41126300.676671036,866072.2259903864
